record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award
739,311,CyberX,Entry Fragger,Dust Arena,Group Stage,25,9,14,52.55,225.85,0.47,66.58,1.0,Win,Yes
740,50,Phantom Squad,Sniper,Frozen Base,Semi-Final,14,4,2,49.97,229.76,0.36,51.38,1.0,Win,No
741,418,CyberX,Support,Skyline,Playoff,21,9,7,53.84,145.7,0.9,61.92,1.0,Win,Yes
742,75,Titan Esports,Flex,Neon City,Semi-Final,17,10,10,39.02,224.94,0.2,51.51,1.0,Win,No
743,25,CyberX,Entry Fragger,Neon City,Playoff,16,2,14,39.93,209.2,0.1,38.97,0.91,Win,No
744,435,Titan Esports,IGL,Skyline,Playoff,11,7,11,39.06,263.33,0.5,32.53,0.66,Win,No
745,237,CyberX,Entry Fragger,Neon City,Final,21,6,13,35.55,201.32,0.59,46.88,1.0,Win,No
746,205,Team Alpha,IGL,Frozen Base,Group Stage,9,9,6,34.9,202.25,0.19,36.55,0.84,Win,No
747,137,Team Nova,Sniper,Neon City,Semi-Final,21,17,13,34.54,225.58,0.35,59.77,1.0,Win,No
748,119,Phantom Squad,Entry Fragger,Neon City,Qualifier,10,8,17,58.91,233.21,0.69,33.55,0.83,Win,No
749,456,Red Vortex,IGL,Neon City,Playoff,18,12,7,37.33,184.54,0.35,56.16,1.0,Win,No
750,218,Team Alpha,Flex,Skyline,Group Stage,13,7,9,43.62,275.57,0.31,42.71,0.9,Win,No
751,297,Red Vortex,IGL,Frozen Base,Semi-Final,13,10,6,43.06,250.0,0.17,49.83,1.0,Win,No
752,194,CyberX,Sniper,Skyline,Group Stage,20,3,12,49.08,118.73,0.31,52.44,0.98,Win,No
753,396,CyberX,Sniper,Dust Arena,Playoff,20,9,7,51.07,208.8,0.35,64.03,0.95,Win,Yes
754,205,Phantom Squad,Flex,Skyline,Final,12,5,12,59.22,249.87,0.77,38.91,0.88,Win,No
755,462,Phantom Squad,Flex,Frozen Base,Group Stage,17,5,14,41.2,200.43,0.49,40.7,0.99,Win,No
756,109,Team Nova,Entry Fragger,Frozen Base,Final,15,2,5,22.86,191.66,0.89,29.53,0.86,Win,No
757,424,Team Alpha,Sniper,Dust Arena,Final,23,8,13,44.48,254.89,0.83,54.94,1.0,Win,No
758,125,Titan Esports,IGL,Neon City,Final,10,10,9,44.23,185.95,0.2,41.11,0.86,Win,No
759,75,Red Vortex,Sniper,Desert Storm,Final,11,12,12,39.72,227.14,0.18,40.06,1.0,Win,No
760,134,Titan Esports,IGL,Neon City,Semi-Final,10,8,4,42.31,221.59,0.58,39.36,0.87,Win,No
761,435,CyberX,Sniper,Skyline,Playoff,14,4,7,45.69,235.16,0.99,37.95,0.81,Win,No
762,218,CyberX,Flex,Neon City,Group Stage,13,6,9,27.6,168.41,0.35,33.3,0.8,Win,No
763,435,Phantom Squad,Sniper,Neon City,Semi-Final,9,20,12,31.65,241.37,0.15,40.33,0.94,Win,No
764,109,Red Vortex,Sniper,Dust Arena,Group Stage,19,4,11,47.74,243.69,0.03,54.57,1.0,Win,No
765,337,Team Alpha,Sniper,Skyline,Playoff,18,5,13,56.08,227.56,0.61,49.94,1.0,Win,No
766,77,CyberX,IGL,Skyline,Semi-Final,16,10,10,34.34,213.2,0.72,41.97,0.98,Win,No
767,151,Titan Esports,Flex,Neon City,Playoff,14,9,17,44.17,181.68,0.97,32.39,0.68,Win,No
768,462,Titan Esports,Sniper,Neon City,Final,11,10,14,33.63,245.77,0.97,25.11,0.76,Win,No
769,84,Titan Esports,IGL,Frozen Base,Semi-Final,12,3,4,39.89,187.59,0.87,34.25,0.76,Win,No
770,289,CyberX,Support,Neon City,Group Stage,8,9,10,50.69,237.74,0.63,34.05,0.82,Win,No
771,492,Red Vortex,Sniper,Dust Arena,Semi-Final,22,7,14,27.56,218.29,0.4,46.78,1.0,Win,No
772,55,Team Nova,Flex,Desert Storm,Semi-Final,14,8,8,41.32,202.55,0.42,44.46,0.86,Win,No
773,377,Team Alpha,Sniper,Desert Storm,Semi-Final,13,9,10,44.58,198.45,0.83,38.99,0.77,Win,No
774,418,Team Alpha,Sniper,Skyline,Final,18,9,10,43.71,148.52,0.78,49.06,0.88,Win,No
775,425,CyberX,Sniper,Dust Arena,Final,11,12,5,49.43,232.61,0.78,45.92,0.98,Win,No
776,212,Team Nova,Support,Neon City,Qualifier,17,13,10,63.37,246.77,0.12,67.48,1.0,Win,Yes
777,252,Team Nova,Sniper,Desert Storm,Group Stage,20,9,13,39.87,253.32,0.88,47.14,1.0,Win,No
778,124,CyberX,Flex,Neon City,Final,15,13,10,48.31,280.67,0.39,53.26,1.0,Win,No
779,12,Red Vortex,Entry Fragger,Dust Arena,Final,15,4,13,45.57,252.36,0.02,43.58,0.88,Win,No
780,240,Phantom Squad,Support,Skyline,Qualifier,19,10,9,47.63,220.72,0.57,57.11,1.0,Win,No
781,441,Phantom Squad,Support,Neon City,Final,21,5,10,36.15,223.05,0.93,45.78,1.0,Win,No
782,140,Team Alpha,Entry Fragger,Desert Storm,Final,9,12,14,32.37,226.52,0.81,24.09,0.83,Win,No
783,396,Red Vortex,Support,Frozen Base,Qualifier,14,7,10,45.76,266.67,0.61,41.78,1.0,Win,No
784,324,Team Nova,Support,Frozen Base,Group Stage,22,10,17,46.44,176.32,0.77,52.52,1.0,Win,No
785,84,Phantom Squad,Flex,Frozen Base,Semi-Final,18,8,7,30.93,234.52,0.83,44.17,0.93,Win,No
786,387,Team Alpha,Sniper,Desert Storm,Final,15,6,8,31.53,220.69,0.69,36.87,0.76,Win,No
787,156,Titan Esports,Entry Fragger,Skyline,Playoff,16,10,9,55.74,230.73,0.79,52.97,0.86,Win,No
788,38,Red Vortex,Entry Fragger,Neon City,Semi-Final,19,10,12,57.4,223.09,0.41,60.6,1.0,Win,Yes
789,71,Titan Esports,Entry Fragger,Skyline,Playoff,10,6,16,47.83,179.9,0.47,29.21,0.89,Win,No
790,43,Team Alpha,Flex,Desert Storm,Playoff,14,7,10,43.46,219.45,0.14,45.33,0.94,Win,No
791,113,Phantom Squad,Flex,Neon City,Final,10,6,7,50.17,264.23,0.39,40.19,0.93,Win,No
792,128,Team Nova,Sniper,Dust Arena,Semi-Final,13,11,10,42.01,203.39,0.94,38.6,0.87,Win,No
793,344,Titan Esports,IGL,Skyline,Final,13,6,9,50.0,167.64,0.15,46.5,0.9,Win,No
794,448,Team Alpha,Entry Fragger,Neon City,Final,16,11,9,53.89,219.99,0.21,58.84,1.0,Win,No
795,365,Team Nova,Entry Fragger,Skyline,Group Stage,10,11,11,56.43,203.18,0.65,41.72,0.81,Win,No
796,164,Phantom Squad,Entry Fragger,Desert Storm,Semi-Final,15,5,10,51.58,219.33,0.87,42.09,0.96,Win,No
797,243,CyberX,Support,Desert Storm,Playoff,20,7,14,43.6,284.74,0.37,51.1,1.0,Win,No
798,354,CyberX,Support,Skyline,Group Stage,16,6,11,46.22,187.37,0.45,45.61,0.98,Win,No
799,205,Titan Esports,Support,Desert Storm,Playoff,13,9,5,47.39,201.29,0.03,53.4,0.93,Win,No
800,253,CyberX,Support,Neon City,Qualifier,11,4,4,47.63,209.2,0.38,42.02,1.0,Win,No
801,102,Team Alpha,Sniper,Neon City,Group Stage,10,6,10,43.06,297.41,0.3,34.53,1.0,Win,No
802,111,Titan Esports,Sniper,Desert Storm,Group Stage,7,10,7,50.33,241.44,0.06,41.56,0.95,Win,No
803,420,Team Alpha,IGL,Dust Arena,Semi-Final,16,6,14,41.99,227.84,0.03,44.7,0.85,Win,No
804,456,Phantom Squad,Support,Skyline,Playoff,19,15,11,37.6,199.72,0.53,55.5,0.86,Win,No
805,314,Red Vortex,Flex,Neon City,Playoff,14,4,13,47.35,206.18,0.31,39.57,0.9,Win,No
806,35,Titan Esports,Support,Frozen Base,Qualifier,13,6,12,45.3,175.2,0.55,37.15,0.88,Win,No
807,35,CyberX,IGL,Neon City,Playoff,30,9,9,24.81,210.97,0.8,64.41,1.0,Win,Yes
808,452,CyberX,Sniper,Neon City,Semi-Final,9,7,9,48.0,250.88,0.89,31.1,0.76,Win,No
809,131,Team Alpha,IGL,Frozen Base,Group Stage,11,7,6,40.11,243.63,0.8,35.05,0.71,Win,No
810,473,Team Nova,IGL,Dust Arena,Final,18,12,7,45.63,259.17,0.38,60.02,1.0,Win,Yes
811,160,Titan Esports,IGL,Skyline,Qualifier,15,20,11,44.9,228.52,0.23,59.15,1.0,Win,No
812,331,Red Vortex,IGL,Desert Storm,Final,8,6,13,35.52,241.14,0.05,26.26,0.84,Win,No
813,147,Team Nova,IGL,Desert Storm,Semi-Final,21,9,14,43.19,168.1,0.08,57.8,1.0,Win,No
814,206,CyberX,Entry Fragger,Frozen Base,Semi-Final,12,6,10,57.47,213.87,0.77,41.03,0.98,Win,No
815,134,Team Nova,Entry Fragger,Neon City,Playoff,14,5,14,48.71,184.97,0.68,36.56,0.81,Win,No
816,434,Titan Esports,Support,Desert Storm,Group Stage,13,12,9,44.87,278.79,0.62,45.23,0.98,Win,No
817,74,Team Nova,IGL,Dust Arena,Playoff,12,9,9,34.02,186.6,0.69,34.11,0.91,Win,No
818,359,Titan Esports,Sniper,Skyline,Group Stage,22,9,13,37.4,217.72,0.51,53.6,1.0,Win,No
819,65,Phantom Squad,Support,Skyline,Qualifier,16,9,10,34.94,225.48,0.82,40.27,0.76,Win,No
820,222,Red Vortex,Sniper,Frozen Base,Group Stage,19,8,5,37.74,238.13,0.18,58.07,1.0,Win,No
821,2,Team Nova,Support,Neon City,Final,16,10,9,41.98,257.97,0.03,53.69,1.0,Win,No
822,223,CyberX,IGL,Frozen Base,Qualifier,18,8,9,46.02,223.58,0.13,56.71,1.0,Win,No
823,310,Team Nova,Support,Dust Arena,Final,15,6,11,32.71,272.74,0.3,38.36,0.97,Win,No
824,21,Red Vortex,IGL,Desert Storm,Group Stage,17,4,4,54.41,221.8,0.22,59.0,1.0,Win,No
825,125,Titan Esports,Entry Fragger,Dust Arena,Qualifier,19,8,7,35.67,292.1,0.66,50.23,1.0,Win,No
826,113,Red Vortex,Flex,Skyline,Semi-Final,23,5,5,51.15,253.79,0.71,64.48,1.0,Win,Yes
827,300,CyberX,Support,Dust Arena,Qualifier,17,9,7,54.04,254.82,0.55,57.52,1.0,Win,No
828,218,Titan Esports,Flex,Desert Storm,Playoff,12,15,9,48.53,209.03,0.57,48.56,0.98,Win,No
829,248,Titan Esports,IGL,Desert Storm,Qualifier,9,10,13,37.64,245.5,0.4,29.82,0.65,Win,No
830,26,Team Alpha,Sniper,Skyline,Final,9,6,11,37.64,235.62,0.91,22.72,0.68,Win,No
831,357,CyberX,IGL,Neon City,Qualifier,19,5,5,47.63,279.05,0.08,61.02,1.0,Win,Yes
832,314,Team Alpha,Support,Frozen Base,Semi-Final,16,4,9,30.4,223.13,0.55,36.7,0.81,Win,No
833,93,Team Nova,Flex,Neon City,Semi-Final,13,5,10,34.38,204.96,0.76,30.59,0.82,Win,No
834,53,Titan Esports,Flex,Dust Arena,Group Stage,13,10,5,26.13,258.52,0.31,40.96,0.89,Win,No
835,357,Phantom Squad,Flex,Skyline,Playoff,14,4,5,39.27,222.55,0.14,45.24,1.0,Win,No
836,254,Phantom Squad,IGL,Desert Storm,Playoff,16,9,12,36.0,268.54,0.44,42.6,0.81,Win,No
837,60,Red Vortex,Entry Fragger,Dust Arena,Qualifier,12,8,14,44.86,188.24,0.28,37.63,0.72,Win,No
838,341,Red Vortex,Flex,Frozen Base,Group Stage,14,5,11,62.47,264.36,0.71,46.13,0.86,Win,No
839,260,Titan Esports,Support,Desert Storm,Final,22,6,8,43.11,215.97,0.73,56.26,1.0,Win,No
840,342,Red Vortex,IGL,Dust Arena,Final,10,11,13,30.36,181.6,0.66,26.58,0.74,Win,No
841,211,Titan Esports,Flex,Neon City,Group Stage,12,6,7,34.72,184.98,0.04,39.96,0.95,Win,No
842,331,Titan Esports,Entry Fragger,Dust Arena,Final,14,2,7,61.86,160.33,0.18,52.13,1.0,Win,No
843,479,CyberX,Entry Fragger,Neon City,Semi-Final,18,8,9,43.32,204.56,0.23,54.36,0.96,Win,No
844,87,Red Vortex,IGL,Neon City,Group Stage,11,8,9,39.2,257.52,0.78,32.8,0.86,Win,No
845,305,Red Vortex,Flex,Neon City,Semi-Final,12,5,15,41.66,217.5,0.37,31.13,0.76,Win,No
846,321,Red Vortex,IGL,Frozen Base,Group Stage,20,7,5,39.34,193.81,0.81,53.57,0.99,Win,No
847,101,Team Alpha,Flex,Skyline,Qualifier,18,8,10,49.89,230.45,0.01,58.84,1.0,Win,No
848,477,Phantom Squad,IGL,Skyline,Qualifier,17,11,12,51.03,174.14,0.96,48.91,1.0,Win,No
849,223,Titan Esports,IGL,Desert Storm,Semi-Final,21,0,10,39.28,218.66,0.52,46.44,0.92,Win,No
850,134,Red Vortex,Flex,Neon City,Playoff,13,14,10,44.0,212.92,0.75,44.5,1.0,Win,No
851,227,Team Nova,Support,Frozen Base,Group Stage,15,7,6,51.15,243.67,0.53,51.28,1.0,Win,No
852,91,Team Alpha,Flex,Desert Storm,Qualifier,19,5,6,50.21,224.1,0.07,61.41,1.0,Win,Yes
853,313,Red Vortex,Sniper,Desert Storm,Final,11,7,4,38.45,195.87,0.99,34.33,0.91,Win,No
854,418,Phantom Squad,Support,Skyline,Final,16,13,10,48.95,199.5,0.47,54.78,1.0,Win,No
855,61,Team Alpha,Entry Fragger,Neon City,Qualifier,19,10,7,71.27,243.5,0.89,67.73,1.0,Win,Yes
856,22,Red Vortex,Entry Fragger,Frozen Base,Qualifier,14,8,9,43.2,191.16,0.79,40.7,0.9,Win,No
857,249,CyberX,Sniper,Desert Storm,Group Stage,17,9,7,57.86,265.16,0.39,61.03,1.0,Win,Yes
858,466,CyberX,Support,Desert Storm,Qualifier,14,9,9,42.75,232.66,0.31,46.27,0.88,Win,No
859,59,Titan Esports,Sniper,Neon City,Group Stage,21,8,11,50.61,241.69,0.23,62.01,1.0,Win,Yes
860,90,Team Alpha,Flex,Frozen Base,Playoff,9,11,17,36.03,209.95,0.04,29.62,0.83,Win,No
861,245,Titan Esports,Sniper,Neon City,Final,18,9,10,57.76,189.53,0.69,56.98,1.0,Win,No
862,20,Team Nova,Sniper,Desert Storm,Playoff,14,5,12,42.1,182.9,0.78,34.25,0.88,Win,No
863,188,Titan Esports,Flex,Desert Storm,Semi-Final,24,10,11,49.71,236.72,0.46,67.26,1.0,Win,Yes
864,10,CyberX,Entry Fragger,Desert Storm,Semi-Final,5,9,9,36.36,172.8,0.63,21.88,0.61,Win,No
865,396,Red Vortex,Entry Fragger,Dust Arena,Playoff,16,6,7,58.12,204.9,0.24,57.66,1.0,Win,No
866,279,Team Alpha,Flex,Skyline,Qualifier,12,7,19,46.85,237.84,0.38,31.62,0.61,Win,No
867,318,Team Alpha,Sniper,Dust Arena,Qualifier,18,5,4,52.86,207.08,0.36,59.83,1.0,Win,No
868,328,Team Alpha,Entry Fragger,Skyline,Semi-Final,13,7,9,41.55,206.24,0.48,39.98,0.86,Win,No
869,98,CyberX,Entry Fragger,Skyline,Playoff,8,7,7,35.92,232.16,0.41,29.86,0.51,Loss,No
870,1,CyberX,Sniper,Desert Storm,Group Stage,28,12,11,35.17,222.8,0.73,67.29,1.0,Win,Yes
871,264,Titan Esports,Entry Fragger,Skyline,Final,13,9,7,55.18,251.45,0.7,48.59,0.89,Win,No
872,45,Team Nova,Entry Fragger,Dust Arena,Group Stage,14,9,7,57.79,235.74,0.22,56.69,0.98,Win,No
873,93,Team Alpha,Support,Desert Storm,Group Stage,8,8,5,55.4,150.85,0.37,43.0,0.73,Win,No
874,328,Team Nova,Support,Neon City,Playoff,13,5,6,35.85,209.72,0.71,35.82,0.93,Win,No
875,369,Team Nova,Sniper,Dust Arena,Final,16,7,11,46.07,251.85,0.48,46.23,0.98,Win,No
876,22,Titan Esports,Flex,Frozen Base,Final,9,12,9,48.01,179.77,0.61,38.9,1.0,Win,No
877,208,Team Nova,Entry Fragger,Frozen Base,Final,19,8,6,43.78,232.52,0.64,55.49,1.0,Win,No
878,163,Phantom Squad,Entry Fragger,Dust Arena,Group Stage,16,13,14,46.15,277.63,0.54,48.68,0.99,Win,No
879,369,Phantom Squad,Entry Fragger,Dust Arena,Qualifier,17,5,9,38.58,278.28,0.65,42.79,1.0,Win,No
880,74,Titan Esports,Support,Desert Storm,Playoff,18,11,8,55.52,209.89,0.95,57.26,1.0,Win,No
881,121,CyberX,Flex,Frozen Base,Final,16,10,5,55.41,221.76,0.08,63.91,1.0,Win,Yes
882,394,Titan Esports,IGL,Dust Arena,Qualifier,17,8,16,41.04,304.03,0.01,46.42,1.0,Win,No
883,439,Team Alpha,Entry Fragger,Frozen Base,Semi-Final,11,9,11,34.88,276.57,0.62,31.24,0.8,Win,No
884,372,Team Nova,Flex,Frozen Base,Semi-Final,14,7,10,44.61,251.65,0.18,45.51,0.89,Win,No
885,95,Red Vortex,Flex,Neon City,Final,17,5,12,41.54,293.23,0.74,40.37,0.9,Win,No
886,480,Phantom Squad,Sniper,Neon City,Final,22,9,10,28.47,248.64,0.92,48.03,1.0,Win,No
887,239,Titan Esports,Support,Frozen Base,Group Stage,15,11,13,44.04,178.38,0.68,43.22,0.83,Win,No
888,195,Team Alpha,Flex,Desert Storm,Final,21,7,7,60.33,253.59,0.89,63.26,1.0,Win,Yes
889,48,CyberX,Sniper,Neon City,Final,17,8,10,30.77,254.4,0.61,41.28,0.86,Win,No
890,426,CyberX,Entry Fragger,Frozen Base,Qualifier,13,6,19,45.78,226.19,0.69,28.99,0.74,Win,No
891,382,Phantom Squad,Support,Neon City,Group Stage,21,3,10,46.08,176.58,0.2,56.04,1.0,Win,No
892,488,CyberX,Support,Skyline,Final,8,4,11,36.6,200.14,0.59,21.4,0.75,Win,No
893,466,Team Alpha,Sniper,Dust Arena,Playoff,17,12,12,40.65,244.78,0.45,49.83,0.89,Win,No
894,292,Team Alpha,Entry Fragger,Dust Arena,Qualifier,14,7,14,37.75,197.02,0.43,35.58,0.88,Win,No
895,242,CyberX,IGL,Neon City,Qualifier,12,12,12,49.59,214.55,0.86,40.2,0.82,Win,No
896,494,Red Vortex,Flex,Desert Storm,Final,14,7,16,41.09,219.55,0.45,35.05,0.79,Win,No
897,277,Phantom Squad,Sniper,Desert Storm,Group Stage,19,7,13,37.79,205.12,0.04,50.49,0.99,Win,No
898,385,Phantom Squad,Flex,Desert Storm,Playoff,12,7,4,35.03,226.52,0.98,34.72,0.85,Win,No
899,4,CyberX,IGL,Skyline,Group Stage,15,13,13,35.0,241.88,0.9,38.5,0.91,Win,No
900,21,Red Vortex,Support,Desert Storm,Semi-Final,19,5,4,39.2,193.45,0.38,54.8,1.0,Win,No
901,459,Team Nova,IGL,Dust Arena,Qualifier,13,16,8,53.2,247.27,0.29,57.7,1.0,Win,No
902,447,Red Vortex,Entry Fragger,Skyline,Group Stage,13,10,10,30.06,241.03,0.08,40.23,0.81,Win,No
903,83,Red Vortex,IGL,Neon City,Semi-Final,16,6,10,51.0,218.41,0.72,46.3,1.0,Win,No
904,430,CyberX,IGL,Neon City,Semi-Final,16,10,10,47.48,263.2,0.79,47.84,1.0,Win,No
905,246,Phantom Squad,IGL,Skyline,Group Stage,12,10,11,45.97,213.92,0.73,38.69,0.91,Win,No
906,209,Phantom Squad,Entry Fragger,Dust Arena,Semi-Final,19,8,7,48.31,233.6,0.48,58.36,1.0,Win,No
907,264,Titan Esports,IGL,Frozen Base,Qualifier,16,15,11,54.59,246.23,0.23,61.0,1.0,Win,Yes
908,306,Titan Esports,Support,Desert Storm,Semi-Final,15,18,7,42.06,203.14,0.31,58.93,1.0,Win,No
909,53,Phantom Squad,Entry Fragger,Skyline,Qualifier,14,4,7,37.78,259.84,0.46,39.29,0.86,Win,No
910,31,Team Nova,Support,Dust Arena,Playoff,9,7,10,36.3,241.61,0.75,25.65,0.81,Win,No
911,21,Red Vortex,Flex,Frozen Base,Qualifier,10,7,6,45.98,262.84,0.09,43.09,1.0,Win,No
912,484,Phantom Squad,IGL,Frozen Base,Group Stage,18,7,10,55.78,230.86,0.43,56.59,0.94,Win,No
913,24,Phantom Squad,Entry Fragger,Desert Storm,Qualifier,13,10,8,39.02,166.45,0.49,42.61,0.93,Win,No
914,4,Red Vortex,Entry Fragger,Neon City,Qualifier,13,7,13,54.26,290.86,0.23,44.83,0.95,Win,No
915,465,Red Vortex,Entry Fragger,Frozen Base,Group Stage,18,12,4,50.03,171.13,0.6,63.02,1.0,Win,Yes
916,355,Phantom Squad,Flex,Skyline,Group Stage,15,5,11,57.29,262.28,0.55,47.14,0.97,Win,No
917,91,CyberX,Entry Fragger,Frozen Base,Qualifier,12,7,8,52.95,239.73,0.26,46.88,1.0,Win,No
918,308,Red Vortex,Flex,Desert Storm,Final,14,8,7,39.49,247.95,0.23,46.45,1.0,Win,No
919,370,Titan Esports,Sniper,Frozen Base,Qualifier,22,8,12,41.03,253.34,0.48,55.72,1.0,Win,No
920,7,Titan Esports,Support,Desert Storm,Qualifier,11,14,13,51.57,242.62,0.67,42.08,0.99,Win,No
921,442,Red Vortex,Entry Fragger,Dust Arena,Semi-Final,12,5,10,62.76,238.19,0.92,41.18,0.86,Win,No
922,240,Team Alpha,Flex,Desert Storm,Group Stage,4,10,6,37.96,196.99,0.98,21.18,0.53,Loss,No
923,412,Team Nova,Entry Fragger,Dust Arena,Qualifier,10,6,6,39.91,225.21,0.46,35.35,0.72,Win,No
924,80,Red Vortex,Flex,Neon City,Semi-Final,13,5,6,59.92,229.72,0.15,53.46,1.0,Win,No
925,494,Team Nova,Support,Dust Arena,Qualifier,20,7,8,64.53,205.96,0.48,66.47,1.0,Win,Yes
926,11,Titan Esports,IGL,Neon City,Qualifier,8,7,10,43.38,242.37,0.48,29.89,0.81,Win,No
927,356,Phantom Squad,Flex,Neon City,Final,16,14,9,47.6,263.79,0.99,50.9,1.0,Win,No
928,25,CyberX,IGL,Desert Storm,Group Stage,19,9,11,42.05,194.32,0.73,49.73,1.0,Win,No
929,173,Titan Esports,IGL,Skyline,Final,16,9,3,45.07,272.72,0.37,56.83,1.0,Win,No
930,18,Team Alpha,Flex,Skyline,Group Stage,13,10,13,40.9,195.03,0.51,38.35,0.92,Win,No
931,413,CyberX,Sniper,Desert Storm,Qualifier,8,7,9,45.74,208.01,0.95,27.37,0.77,Win,No
932,206,Phantom Squad,Support,Desert Storm,Playoff,15,9,6,47.28,203.19,0.52,51.44,1.0,Win,No
933,142,Team Nova,Entry Fragger,Desert Storm,Final,13,10,12,44.85,246.0,0.45,41.92,0.83,Win,No
934,107,CyberX,Flex,Dust Arena,Qualifier,15,5,11,47.79,202.74,0.63,41.59,0.94,Win,No
935,351,CyberX,Flex,Neon City,Semi-Final,12,10,15,46.18,200.71,0.12,40.89,0.96,Win,No
936,307,Team Nova,Sniper,Desert Storm,Group Stage,9,6,6,54.35,223.31,0.29,42.27,1.0,Win,No
937,339,Team Alpha,Flex,Desert Storm,Group Stage,13,9,6,41.7,291.43,0.6,43.85,0.93,Win,No
938,17,Team Nova,Sniper,Dust Arena,Group Stage,17,5,8,34.34,210.43,0.74,40.77,0.82,Win,No
939,276,Phantom Squad,Support,Neon City,Semi-Final,12,6,11,53.69,168.51,0.17,44.14,0.89,Win,No
940,353,Red Vortex,Sniper,Frozen Base,Final,19,6,8,56.22,223.75,0.43,59.81,1.0,Win,No
941,161,Phantom Squad,IGL,Neon City,Final,12,8,9,53.67,198.35,0.97,40.14,0.76,Win,No
942,302,Red Vortex,Sniper,Frozen Base,Semi-Final,17,6,10,43.37,206.99,0.82,43.48,0.99,Win,No
943,319,Phantom Squad,Entry Fragger,Skyline,Playoff,12,6,7,44.87,211.87,0.43,41.14,1.0,Win,No
944,184,CyberX,Support,Desert Storm,Playoff,12,11,6,42.25,231.94,0.06,49.52,0.95,Win,No
945,373,Red Vortex,IGL,Neon City,Playoff,8,8,8,31.62,200.59,0.81,23.71,0.95,Win,No
946,461,Red Vortex,Sniper,Dust Arena,Qualifier,11,10,14,42.95,202.72,0.38,35.68,0.84,Win,No
947,327,Phantom Squad,Support,Desert Storm,Final,21,7,5,54.34,205.28,0.27,68.47,1.0,Win,Yes
948,69,Team Nova,IGL,Neon City,Semi-Final,17,8,11,50.4,181.15,0.62,50.0,1.0,Win,No
949,389,Phantom Squad,Sniper,Skyline,Final,16,7,9,38.71,254.05,0.94,39.96,0.7,Win,No
950,170,Titan Esports,Flex,Neon City,Semi-Final,15,6,12,37.66,225.5,0.18,41.03,0.77,Win,No
951,199,Red Vortex,IGL,Frozen Base,Playoff,14,9,8,45.27,209.16,0.73,44.34,1.0,Win,No
952,380,Titan Esports,IGL,Frozen Base,Playoff,18,13,12,50.04,222.18,0.89,53.12,1.0,Win,No
953,315,CyberX,Entry Fragger,Desert Storm,Group Stage,13,16,12,49.65,280.02,0.88,46.03,0.89,Win,No
954,14,Team Alpha,Entry Fragger,Frozen Base,Group Stage,20,6,9,44.35,195.45,0.89,50.27,0.99,Win,No
955,383,Phantom Squad,Entry Fragger,Dust Arena,Qualifier,16,12,12,60.73,209.54,0.91,53.26,1.0,Win,No
956,148,Team Nova,IGL,Desert Storm,Semi-Final,14,7,8,55.23,224.3,0.14,53.21,0.96,Win,No
957,398,Red Vortex,Sniper,Skyline,Final,16,5,10,43.7,194.01,0.92,39.65,0.98,Win,No
958,487,CyberX,Support,Neon City,Semi-Final,18,10,14,49.69,211.11,0.31,53.74,1.0,Win,No
959,416,Team Alpha,IGL,Skyline,Playoff,18,9,8,53.46,199.13,0.67,57.03,1.0,Win,No
960,3,Team Nova,Flex,Desert Storm,Group Stage,16,8,12,49.79,201.6,0.07,52.19,0.99,Win,No
961,458,Phantom Squad,IGL,Frozen Base,Playoff,18,14,3,58.3,236.19,0.55,70.65,1.0,Win,Yes
962,18,Phantom Squad,Entry Fragger,Desert Storm,Final,11,6,9,52.32,227.85,0.17,43.46,0.96,Win,No
963,306,Titan Esports,Entry Fragger,Skyline,Group Stage,15,8,8,41.44,194.62,0.59,44.82,0.94,Win,No
964,436,Phantom Squad,IGL,Neon City,Final,9,5,10,44.91,251.4,0.31,32.35,0.75,Win,No
965,490,Red Vortex,Sniper,Neon City,Playoff,14,8,9,50.5,251.46,0.67,45.55,0.91,Win,No
966,319,Phantom Squad,IGL,Neon City,Playoff,24,7,15,37.44,199.97,0.83,50.42,0.78,Win,No
967,286,CyberX,Sniper,Dust Arena,Group Stage,17,9,12,37.86,178.3,0.86,41.33,0.77,Win,No
968,86,Team Alpha,Flex,Neon City,Playoff,22,7,7,43.68,184.64,0.1,64.84,1.0,Win,Yes
969,160,Team Alpha,Support,Dust Arena,Semi-Final,17,10,10,51.37,241.54,0.96,50.09,0.91,Win,No
970,239,Phantom Squad,IGL,Neon City,Qualifier,22,5,11,37.67,210.66,0.17,55.13,0.98,Win,No
971,206,Titan Esports,Entry Fragger,Neon City,Final,23,12,10,46.19,267.86,0.01,71.0,1.0,Win,Yes
972,260,Team Nova,Support,Frozen Base,Playoff,11,5,13,52.32,221.17,0.06,39.56,0.92,Win,No
973,221,Phantom Squad,Flex,Frozen Base,Playoff,19,15,9,33.52,176.67,0.13,59.46,1.0,Win,No
974,351,Team Nova,Sniper,Skyline,Semi-Final,14,7,7,32.09,226.13,0.66,37.45,0.76,Win,No
975,207,Team Alpha,Sniper,Desert Storm,Semi-Final,11,9,5,45.88,171.29,0.84,40.54,0.72,Win,No
976,466,Team Alpha,Entry Fragger,Neon City,Qualifier,21,11,13,30.62,286.24,0.52,50.11,1.0,Win,No
